"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=genus&idqual=certain&interval=Paleocene,Holocene&cc=AUS&show=timebins,acconly"
"Access Time","Wed 2020-06-24 05:09:28 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","genus"
"","idqual","certain"
"","cc","AUS"
"","interval","Paleocene,Holocene"
"","timerule","major"
"","taxon_status","all"
"","show","timebins,acconly"
"Elapsed Time","0.367"
"Records Found","1861"
"Records Returned","1861"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","time_bins"
"502723","occ","","","46167","Scaldicetus macgeei","species","66046","Messinian","","7.246","5.333","13630","Messinian"
"506096","occ","","","51328","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","13672","Zanclean"
"506097","occ","","","51328","Megaptera","genus","36760","Zanclean","","5.333","3.6","13672","Zanclean"
"506109","occ","","","50364","Balaenoptera","genus","36678","Messinian","","7.246","5.333","13672","Messinian"
"506155","occ","","","51335","Kurrabi","genus","248890","Zanclean","","5.333","3.6","13672","Zanclean"
"506157","occ","","","51335","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","13672","Zanclean"
"506321","occ","18323","","51393","Janjucetus hunderi","species","84035","Chattian","","28.1","23.03","18292","Chattian"
"506323","occ","","","48647","Mammalodon colliveri","species","63222","Chattian","","28.1","23.03","12091","Chattian"
"506353","occ","","","48647","Prosqualodon","genus","36831","Chattian","","28.1","23.03","13672","Chattian"
"506368","occ","","","46166","Mammalodon","genus","36757","Chattian","","28.1","23.03","13672","Chattian"
"506429","occ","","","46167","Zygomaturus gilli","species","248188","Messinian","","7.246","5.333","13672","Messinian"
"506435","occ","","","46167","Balaenoptera","genus","36678","Messinian","","7.246","5.333","13672","Messinian"
"506436","occ","","","46167","Megaptera","genus","36760","Messinian","","7.246","5.333","13672","Messinian"
"506452","occ","23635","","51402","Megaptera","genus","36760","Zanclean","","5.333","3.6","13672","Zanclean"
"506467","occ","13345","","45824","Willungacetus","genus","67021","Rupelian","","33.9","28.1","14147","Rupelian"
"506475","occ","","","50343","Phascolarctos maris","species","247558","Messinian","Piacenzian","7.246","2.588","13672","-"
"506496","occ","","","45652","Obdurodon insignis","species","166545","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506498","occ","","","45652","Raemeotherium yatkolai","species","248275","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506499","occ","","","45652","Madakoala devisi","species","247554","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506500","occ","","","45652","Madakoala wellsi","species","247555","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506501","occ","","","45652","Pildra antiquus","species","247826","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506502","occ","","","45652","Pildra secundus","species","247827","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506525","occ","","","51412","Obdurodon insignis","species","166545","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506526","occ","","","51412","Muramura","genus","53065","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506527","occ","","","51412","Ilaria illumidens","species","247561","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506529","occ","","","51412","Madakoala devisi","species","247554","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506533","occ","","","51412","Pildra antiquus","species","247826","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506535","occ","","","51412","Pilkipildra","genus","247822","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506547","occ","","","51413","Dasylurinja","genus","40091","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506548","occ","","","51413","Ilaria","genus","247560","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506549","occ","","","51413","Djilgaringa","genus","247819","Late Oligocene","Middle Miocene","28.4","11.608","13672","-"
"506563","occ","","","51414","Physeter","genus","36807","Early Pliocene","Late Pliocene","5.333","2.588","13672","Zanclean"
"506572","occ","","","51419","Mesoplodon","genus","36763","Late Miocene","Late Pliocene","11.608","2.588","13672","-"
"528247","occ","","","53951","Archerops annectens","species","67827","Middle Miocene","","15.97","11.608","14552","Serravallian"
"528248","occ","","","53951","Nimbadon lavarackorum","species","247892","Middle Miocene","","15.97","11.608","61071","Serravallian"
"627782","occ","","","59088","Tingamarra porterorum","species","90332","Ypresian","","56","47.8","19345","Ypresian"
"639006","occ","","","68775","Mayigriphus orbus","species","94072","Late Miocene","","11.608","5.333","19849","Tortonian"
"639009","occ","","","68775","Wakaleo vanderleueri","species","94076","Late Miocene","","11.608","5.333","19849","Tortonian"
"639010","occ","","","68775","Neohelos","genus","40194","Late Miocene","","11.608","5.333","19849","Tortonian"
"639011","occ","","","68775","Palorchestes anulus","species","248429","Late Miocene","","11.608","5.333","19849","Tortonian"
"639012","occ","","","68775","Palorchestes","genus","40203","Late Miocene","","11.608","5.333","19849","Tortonian"
"639013","occ","","","68775","Ekaltadeta ima","species","94078","Late Miocene","","11.608","5.333","19849","Tortonian"
"639014","occ","","","68775","Ekaltadeta jamiemulvaneyi","species","94079","Late Miocene","","11.608","5.333","19849","Tortonian"
"639015","occ","","","68775","Wanburoo hilarus","species","94081","Late Miocene","","11.608","5.333","19849","Tortonian"
"639016","occ","","","68775","Wanburoo","genus","94080","Late Miocene","","11.608","5.333","19849","Tortonian"
"639017","occ","","","68775","Ganguroo","genus","94082","Late Miocene","","11.608","5.333","19849","Tortonian"
"639019","occ","","","68775","Burramys","genus","40136","Late Miocene","","11.608","5.333","19849","Tortonian"
"639020","occ","","","68775","Trichosurus","genus","40125","Late Miocene","","11.608","5.333","19849","Tortonian"
"639024","occ","","","68775","Macroderma","genus","94084","Late Miocene","","11.608","5.333","19849","Tortonian"
"653243","occ","","","51328","Palorchestes","genus","40203","Zanclean","","5.333","3.6","23666","Zanclean"
"653244","occ","","","51328","Sthenurus","genus","40165","Zanclean","","5.333","3.6","23666","Zanclean"
"653245","occ","","","51328","Protemnodon","genus","40163","Zanclean","","5.333","3.6","23666","Zanclean"
"653246","occ","","","51328","Macropus","genus","40153","Zanclean","","5.333","3.6","23666","Zanclean"
"653254","occ","","","51328","Delphinus","genus","36703","Zanclean","","5.333","3.6","23666","Zanclean"
"653279","occ","","","46068","Megaptera","genus","36760","Zanclean","","5.333","3.6","23666","Zanclean"
"653585","occ","","","70555","Protemnodon","genus","40163","Zanclean","","5.333","3.6","23682","Zanclean"
"653601","occ","","","70556","Dorcopsis","genus","40146","Zanclean","","5.333","3.6","23682","Zanclean"
"653602","occ","","","70556","Kurrabi pelchenorum","species","248891","Zanclean","","5.333","3.6","23682","Zanclean"
"653603","occ","","","70556","Milliyowi","genus","248570","Zanclean","","5.333","3.6","23682","Zanclean"
"653604","occ","","","70556","Pseudokoala","genus","40132","Zanclean","","5.333","3.6","23682","Zanclean"
"653605","occ","","","70556","Pseudocheirus","genus","40131","Zanclean","","5.333","3.6","23682","Zanclean"
"653606","occ","","","70556","Strigocuscus notialis","species","247802","Zanclean","","5.333","3.6","23682","Zanclean"
"653607","occ","","","70556","Thylogale","genus","40167","Zanclean","","5.333","3.6","23682","Zanclean"
"653608","occ","","","70556","Trichosurus hamiltonensis","species","247801","Zanclean","","5.333","3.6","23682","Zanclean"
"653609","occ","","","70556","Thylogale","genus","40167","Zanclean","","5.333","3.6","23682","Zanclean"
"653610","occ","","","70556","Antechinus","genus","40089","Zanclean","","5.333","3.6","23682","Zanclean"
"653611","occ","","","70556","Dendrolagus","genus","40145","Zanclean","","5.333","3.6","23682","Zanclean"
"653612","occ","","","70557","Sarcophilus","genus","40099","Zanclean","","5.333","3.6","23682","Zanclean"
"653616","occ","","","70558","Propleopus","genus","40162","Zanclean","","5.333","3.6","23682","Zanclean"
"653617","occ","","","70558","Trichosurus","genus","40125","Zanclean","","5.333","3.6","23682","Zanclean"
"653618","occ","","","70558","Vombatus","genus","40184","Zanclean","","5.333","3.6","23682","Zanclean"
"653806","occ","","","70572","Glaucodon ballaratensis","species","247263","Zanclean","Piacenzian","5.333","2.588","23682","Zanclean"
"653807","occ","","","70572","Zygomaturus","genus","40200","Zanclean","Piacenzian","5.333","2.588","23682","Zanclean"
"653808","occ","","","70572","Wallabia bicolor","species","234859","Zanclean","Piacenzian","5.333","2.588","23682","Zanclean"
"653809","occ","","","70572","Macropus (Macropus)","subgenus","162493","Zanclean","Piacenzian","5.333","2.588","23682","Zanclean"
"653874","occ","","","70574","Glaucodon ballaratensis","species","247263","Piacenzian","","3.6","2.588","23682","Piacenzian"
"653875","occ","","","70574","Macropus","genus","40153","Piacenzian","","3.6","2.588","23682","Piacenzian"
"653890","occ","","","70577","Macropus (Macropus) mundjabus","species","162502","Piacenzian","Calabrian","3.6","0.781","23682","-"
"653891","occ","","","70577","Macropus (Osphranter)","subgenus","40156","Piacenzian","Calabrian","3.6","0.781","23682","-"
"653892","occ","","","70577","Macropus (Petrogale)","subgenus","40158","Piacenzian","Calabrian","3.6","0.781","23682","-"
"653893","occ","","","70577","Dendrolagus","genus","40145","Piacenzian","Calabrian","3.6","0.781","23682","-"
"653898","occ","","","70578","Macropus (Macropus) giganteus","species","162482","Piacenzian","","3.6","2.588","23682","Piacenzian"
"653916","occ","","","70579","Baringa nelsonensis","species","248887","Pleistocene","","2.588","0.0117","23682","-"
"653917","occ","","","70579","Pseudokoala","genus","40132","Pleistocene","","2.588","0.0117","23682","-"
"653918","occ","","","70579","Palorchestes","genus","40203","Pleistocene","","2.588","0.0117","23682","-"
"653919","occ","","","70579","Protemnodon","genus","40163","Pleistocene","","2.588","0.0117","23682","-"
"653922","occ","","","70580","Thylacoleo carnifex","species","166623","Pleistocene","","2.588","0.0117","23682","-"
"653925","occ","","","70580","Macropus (Macropus) giganteus","species","162482","Pleistocene","","2.588","0.0117","23682","-"
"653926","occ","","","70581","Diprotodon","genus","40187","Pleistocene","","2.588","0.0117","23682","-"
"653927","occ","","","70581","Macropus","genus","40153","Pleistocene","","2.588","0.0117","23682","-"
"653928","occ","","","70581","Protemnodon","genus","40163","Pleistocene","","2.588","0.0117","23682","-"
"653929","occ","","","70581","Prionotemnus","genus","40160","Pleistocene","","2.588","0.0117","23682","-"
"653930","occ","","","70581","Sminthopsis crassicaudata","species","234450","Pleistocene","","2.588","0.0117","23682","-"
"667799","occ","","","71934","Caperea marginata","species","64496","Holocene","","0.0117","0","24321","Holocene"
"667801","occ","","","71936","Caperea marginata","species","64496","Holocene","","0.0117","0","24321","Holocene"
"667803","occ","","","71938","Caperea marginata","species","64496","Holocene","","0.0117","0","24321","Holocene"
"667805","occ","","","71940","Caperea marginata","species","64496","Holocene","","0.0117","0","24321","Holocene"
"752810","occ","","","80604","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","27119","Holocene"
"764797","occ","21883","","59980","Neophoca cinerea","species","98721","Late Pleistocene","","0.126","0.0117","30239","Late Pleistocene"
"786667","occ","","","84865","Xenorhinos halli","species","136146","Early Miocene","","23.03","15.97","28492","Burdigalian"
"786685","occ","","","84865","Brevipalatus mcculloughi","species","136223","Early Miocene","","23.03","15.97","28497","Burdigalian"
"786686","occ","","","84865","Rhinonycteris","genus","40652","Early Miocene","","23.03","15.97","28497","Burdigalian"
"786688","occ","","","84865","Riversleigha williamsi","species","348471","Early Miocene","","23.03","15.97","28497","Burdigalian"
"786691","occ","","","84865","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497","Burdigalian"
"786692","occ","","","84865","Barinya wangala","species","247135","Early Miocene","","23.03","15.97","28497","Burdigalian"
"786693","occ","","","84865","Ganguroo bilamina","species","248605","Early Miocene","","23.03","15.97","28497","Burdigalian"
"786934","occ","","","84942","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","12161","Holocene"
"798940","occ","","","86922","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","12161","Holocene"
"804389","occ","","","51266","Numbigilga ernielundeliusi","species","143607","Early Pliocene","","5.333","3.6","29505","Zanclean"
"819730","occ","","","90122","Neophoca cinerea","species","98721","Holocene","","0.0117","0","30234","Holocene"
"819731","occ","","","90123","Neophoca cinerea","species","98721","Holocene","","0.0117","0","30234","Holocene"
"819732","occ","","","90124","Neophoca cinerea","species","98721","Holocene","","0.0117","0","30234","Holocene"
"819733","occ","","","90125","Neophoca cinerea","species","98721","Holocene","","0.0117","0","30234","Holocene"
"819734","occ","","","90127","Neophoca cinerea","species","98721","Holocene","","0.0117","0","30234","Holocene"
"837281","occ","","","92836","Macropus (Macropus) giganteus","species","162482","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837282","occ","","","92836","Protemnodon anak","species","55040","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837284","occ","","","92836","Sthenurus","genus","40165","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837285","occ","","","92836","Diprotodon","genus","40187","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837295","occ","","","92837","Macropus (Macropus) giganteus","species","162482","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837296","occ","","","92837","Protemnodon anak","species","55040","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837297","occ","","","92837","Sarcophilus","genus","40099","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837299","occ","","","92837","Aepyprymnus rufescens","species","234875","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837300","occ","","","92837","Propleopus","genus","40162","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837302","occ","","","92837","Vombatus","genus","40184","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"837305","occ","","","92837","Mastacomys","genus","41909","Late Pleistocene","","0.126","0.0117","31334","Late Pleistocene"
"843640","occ","","","28420","Muribacinus gadiyuli","species","162476","Middle Miocene","","15.97","11.608","31887","Serravallian"
"862411","occ","","","95828","Obdurodon insignis","species","166545","Late Oligocene","Early Miocene","28.4","15.97","32552","-"
"862805","occ","","","28422","Ornithorhynchus anatinus","species","166835","Late Pleistocene","","0.126","0.0117","32591","Late Pleistocene"
"862806","occ","","","95862","Ornithorhynchus anatinus","species","166835","Pliocene","","5.333","2.588","32560","Zanclean"
"862807","occ","","","95863","Zaglossus","genus","39744","Pleistocene","","2.588","0.0117","32560","-"
"864367","occ","","","95899","Zaglossus","genus","39744","Pleistocene","","2.588","0.0117","32560","-"
"864368","occ","","","95862","Zaglossus robusta","species","166576","Pliocene","","5.333","2.588","32560","Zanclean"
"864370","occ","","","92641","Obdurodon dicksoni","species","166585","Middle Miocene","","15.97","11.608","32564","Serravallian"
"865380","occ","","","95911","Zaglossus robusta","species","166576","Pleistocene","","2.588","0.0117","32573","-"
"865730","occ","","","96018","Thylacinus cynocephalus","species","234413","Pleistocene","","2.588","0.0117","32587","-"
"865731","occ","","","95899","Thylacinus","genus","40103","Pleistocene","","2.588","0.0117","32587","-"
"865732","occ","","","95899","Sarcophilus laniarius","species","166635","Pleistocene","","2.588","0.0117","32587","-"
"865733","occ","","","96019","Sarcophilus laniarius","species","166635","Pleistocene","","2.588","0.0117","32587","-"
"865734","occ","","","96015","Thylacinus cynocephalus","species","234413","Pleistocene","","2.588","0.0117","32587","-"
"865735","occ","","","96020","Thylacinus","genus","40103","Pleistocene","","2.588","0.0117","32587","-"
"865738","occ","","","96019","Phascogale","genus","40096","Pleistocene","","2.588","0.0117","32587","-"
"865744","occ","","","96019","Vombatus ursinus","species","234472","Pleistocene","","2.588","0.0117","32587","-"
"865746","occ","","","96019","Diprotodon optatum","species","248227","Pleistocene","","2.588","0.0117","32587","-"
"865748","occ","","","96019","Zygomaturus trilobus","species","248225","Pleistocene","","2.588","0.0117","32587","-"
"865749","occ","","","96019","Palorchestes","genus","40203","Pleistocene","","2.588","0.0117","32587","-"
"865751","occ","","","96019","Thylacoleo carnifex","species","166623","Pleistocene","","2.588","0.0117","32587","-"
"865752","occ","","","96019","Propleopus","genus","40162","Pleistocene","","2.588","0.0117","32587","-"
"865753","occ","","","96019","Aepyprymnus rufescens","species","234875","Pleistocene","","2.588","0.0117","32587","-"
"865754","occ","","","96019","Macropus atlas","species","162488","Pleistocene","","2.588","0.0117","32587","-"
"865755","occ","","","96019","Sthenurus","genus","40165","Pleistocene","","2.588","0.0117","32587","-"
"865756","occ","","","96019","Procoptodon rapha","species","166604","Pleistocene","","2.588","0.0117","32587","-"
"865757","occ","","","96019","Troposodon","genus","40168","Pleistocene","","2.588","0.0117","32587","-"
"865758","occ","","","96019","Protemnodon brehus","species","249619","Pleistocene","","2.588","0.0117","32587","-"
"865759","occ","","","96019","Protemnodon anak","species","55040","Pleistocene","","2.588","0.0117","32587","-"
"865760","occ","","","96019","Macropus (Osphranter) robustus","species","162521","Pleistocene","","2.588","0.0117","32587","-"
"865761","occ","","","96019","Macropus","genus","40153","Pleistocene","","2.588","0.0117","32587","-"
"865762","occ","","","96019","Macropus (Notamacropus) agilis","species","162531","Pleistocene","","2.588","0.0117","32587","-"
"865763","occ","","","96019","Macropus","genus","40153","Pleistocene","","2.588","0.0117","32587","-"
"865764","occ","","","96019","Macropus","genus","40153","Pleistocene","","2.588","0.0117","32587","-"
"865768","occ","","","96018","Protemnodon brehus","species","249619","Pleistocene","","2.588","0.0117","32587","-"
"865769","occ","","","95899","Vombatus ursinus","species","234472","Pleistocene","","2.588","0.0117","32587","-"
"865770","occ","","","95899","Lasiorhinus krefftii","species","234549","Pleistocene","","2.588","0.0117","32587","-"
"865772","occ","","","95899","Thylacoleo carnifex","species","166623","Pleistocene","","2.588","0.0117","32587","-"
"865773","occ","","","95899","Aepyprymnus rufescens","species","234875","Pleistocene","","2.588","0.0117","32587","-"
"865774","occ","","","95899","Procoptodon rapha","species","166604","Pleistocene","","2.588","0.0117","32587","-"
"865775","occ","","","95899","Procoptodon pusio","species","248421","Pleistocene","","2.588","0.0117","32587","-"
"865776","occ","","","95899","Macropus (Macropus) giganteus","species","162482","Pleistocene","","2.588","0.0117","32587","-"
"865777","occ","","","95899","Macropus (Notamacropus) agilis","species","162531","Pleistocene","","2.588","0.0117","32587","-"
"865783","occ","","","96015","Thylacoleo carnifex","species","166623","Pleistocene","","2.588","0.0117","32587","-"
"865784","occ","","","96015","Aepyprymnus rufescens","species","234875","Pleistocene","","2.588","0.0117","32587","-"
"865785","occ","","","96015","Troposodon","genus","40168","Pleistocene","","2.588","0.0117","32587","-"
"865786","occ","","","96015","Protemnodon brehus","species","249619","Pleistocene","","2.588","0.0117","32587","-"
"865787","occ","","","96015","Macropus (Macropus) giganteus","species","162482","Pleistocene","","2.588","0.0117","32587","-"
"865789","occ","","","96022","Zaglossus hacketti","species","166763","Pleistocene","","2.588","0.0117","32588","-"
"865790","occ","","","96022","Sthenurus","genus","40165","Pleistocene","","2.588","0.0117","32588","-"
"865791","occ","","","96022","Macropus","genus","40153","Pleistocene","","2.588","0.0117","32588","-"
"866432","occ","","","28298","Zaglossus","genus","39744","Pleistocene","","2.588","0.0117","32608","-"
"866433","occ","","","28298","Dasyurus viverrinus","species","235547","Pleistocene","","2.588","0.0117","32608","-"
"866435","occ","","","28298","Sminthopsis","genus","40100","Pleistocene","","2.588","0.0117","32608","-"
"866436","occ","","","28298","Phascogale","genus","40096","Pleistocene","","2.588","0.0117","32608","-"
"866437","occ","","","28298","Sarcophilus laniarius","species","166635","Pleistocene","","2.588","0.0117","32608","-"
"866438","occ","","","28298","Thylacinus cynocephalus","species","234413","Pleistocene","","2.588","0.0117","32608","-"
"866441","occ","","","28298","Isoodon obesulus","species","247653","Pleistocene","","2.588","0.0117","32608","-"
"866443","occ","","","28298","Vombatus ursinus","species","234472","Pleistocene","","2.588","0.0117","32608","-"
"866445","occ","","","28298","Diprotodon optatum","species","248227","Pleistocene","","2.588","0.0117","32608","-"
"866446","occ","","","28298","Zygomaturus trilobus","species","248225","Pleistocene","","2.588","0.0117","32608","-"
"866447","occ","","","28298","Petaurus breviceps","species","234626","Pleistocene","","2.588","0.0117","32608","-"
"866448","occ","","","28298","Pseudocheirus peregrinus","species","234642","Pleistocene","","2.588","0.0117","32608","-"
"866449","occ","","","28298","Cercartetus nanus","species","234538","Pleistocene","","2.588","0.0117","32608","-"
"866450","occ","","","28298","Trichosurus vulpecula","species","231482","Pleistocene","","2.588","0.0117","32608","-"
"866451","occ","","","28298","Thylacoleo carnifex","species","166623","Pleistocene","","2.588","0.0117","32608","-"
"866452","occ","","","28298","Propleopus oscillans","species","248449","Pleistocene","","2.588","0.0117","32608","-"
"866453","occ","","","28298","Potorous tridactylus","species","233284","Pleistocene","","2.588","0.0117","32608","-"
"866459","occ","","","28298","Aepyprymnus rufescens","species","234875","Pleistocene","","2.588","0.0117","32608","-"
"866460","occ","","","28298","Lagorchestes","genus","40152","Pleistocene","","2.588","0.0117","32608","-"
"866464","occ","","","28298","Protemnodon","genus","40163","Pleistocene","","2.588","0.0117","32608","-"
"866465","occ","32229","","28298","Procoptodon rapha","species","166604","Pleistocene","","2.588","0.0117","36547","-"
"866466","occ","32230","","28298","Sthenurus andersoni","species","248577","Pleistocene","","2.588","0.0117","36547","-"
